Sample	Input_R1	Input_R2	IP_R1	IP_R2
CPCG0335	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0335_S8_L008_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L8-SR18508/InputCPC0335_S8_L008_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0335_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0335_IP_R2.fastq.gz
CPCG0336	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190329_X2_AHW7V2CCXY/L6-SR18508/Input-CPC-0336_S7_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190329_X2_AHW7V2CCXY/L6-SR18508/Input-CPC-0336_S7_L006_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0336_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0336_IP_R2.fastq.gz
CPCG0339	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0339_S8_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0339_S8_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0339_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0339_IP_R2.fastq.gz
CPCG0340	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0340_S7_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0340_S7_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0340_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0340_IP_R2.fastq.gz
CPCG0341	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0341_S4_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0341_S4_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0341_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0341_IP_R2.fastq.gz
CPCG0342	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0342_S5_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0342_S5_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0342_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0342_IP_R2.fastq.gz
CPCG0344	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0344_S6_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0344_S6_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0344_S3_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0344_S3_L006_R2_001.fastq.gz
CPCG0345	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0345_S2_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0345_S2_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0345_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0345_IP_R2.fastq.gz
CPCG0346	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0346_S3_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0346_S3_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0346_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0346_IP_R2.fastq.gz
CPCG0348	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0348_S1_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0348_S1_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0348_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0348_IP_R2.fastq.gz
CPCG0361	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0361_S1_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0361_S1_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0361_S7_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0361_S7_L002_R2_001.fastq.gz
CPCG0365	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0365_S6_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L2-SR18508/InputCPC0365_S6_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0365_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0365_IP_R2.fastq.gz
CPCG0366	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0366_S1_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0366_S1_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0366_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0366_IP_R2.fastq.gz
CPCG0375	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0375_S2_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0375_S2_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0375_S8_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L2-SR18508/CPC0375_S8_L002_R2_001.fastq.gz
CPCG0382	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0382_S3_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/InputCPC0382_S3_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L3-SR18508/CPC0382_S1_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L3-SR18508/CPC0382_S1_L003_R2_001.fastq.gz
CPCG0388	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0388_S2_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0388_S2_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0388_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0388_IP_R2.fastq.gz
CPCG0392	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0392_S7_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0392_S7_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0392_S4_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0392_S4_L006_R2_001.fastq.gz
CPCG0395	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0395_S3_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0395_S3_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0395_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0395_IP_R2.fastq.gz
CPCG0396	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0396_S4_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0396_S4_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0396_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0396_IP_R2.fastq.gz
CPCG0397	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0397_S8_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0397_S8_L002_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0397_S1_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0397_S1_L005_R2_001.fastq.gz
CPCG0398	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0398_S8_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L1-SR18508/InputCPC0398_S8_L001_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0398_S5_L006_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190102_CPC_m6A_MeRIP_5IP_batch_1/CPC0398_S5_L006_R2_001.fastq.gz
CPCG0401	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0401_S1_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0401_S1_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0401_S2_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0401_S2_L005_R2_001.fastq.gz
CPCG0402	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0402_S2_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0402_S2_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0402_S3_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0402_S3_L005_R2_001.fastq.gz
CPCG0404	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0404_S3_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0404_S3_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0404_S4_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0404_S4_L005_R2_001.fastq.gz
CPCG0406	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0406_S5_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190412_CPC_m6A_MeRIP_3IP_21Input_batch_4/L3-SR18508/InputCPC0406_S5_L003_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0406_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0406_IP_R2.fastq.gz
CPCG0407	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0407_S4_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0407_S4_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0407_S5_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0407_S5_L005_R2_001.fastq.gz
CPCG0408	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0408_S5_L003_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190611_CPC_m6A_MeRIP_30Input_batch_7/SR18508_20190522_X5_AHW7NFCCXY_CC/L3-SR18508/InputCPC0408_S5_L003_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0408_S6_L005_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190308_CPC_m6A_MeRIP_75IP_batch_3/L5-SR18509/CPC0408_S6_L005_R2_001.fastq.gz
CPCG0410	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0410_S2_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0410_S2_L002_R2_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/CPC0410_S8_L001_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_11IP_7Input_batch_6/L1-SR18508/CPC0410_S8_L001_R2_001.fastq.gz
CPCG0411	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0411_S3_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0411_S3_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0411_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0411_IP_R2.fastq.gz
CPCG0412	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0412_S4_L002_R1_001.fastq.gz	/cluster/home/helenzhu/hansengroup/Helab_Raw_Sequencing_Data_Hub/2019_CPC-GENE_m6A_MeRIP-seq/190522_CPC_m6A_MeRIP_40Input_batch_5/L2-SR18508/InputCPC0412_S4_L002_R2_001.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0412_IP_R1.fastq.gz	/cluster/home/helenzhu/Cluster_Helen/Snakemake_CPCGENE_m6A/Merged_FASTQs/CPCG0412_IP_R2.fastq.gz
